FILENAME,ID,SEQUENCE,CAMERA,FRAME,XTL,YTL,XBR,YBR,CENTER_X,CENTER_Y
10_S03_c010_86.jpg,10,S03,c010,86,531.2817,41.43939,594.148216,80.28917000000001,562.0,60.0
10_S03_c010_87.jpg,10,S03,c010,87,542.8092,44.5606,609.1108360000001,79.67188999999999,575.0,62.0
10_S03_c010_88.jpg,10,S03,c010,88,553.67535,43.486214,633.72912,79.97601399999999,593.0,61.0
10_S03_c010_89.jpg,10,S03,c010,89,556.93524,40.003006,649.87347,80.88304099999999,603.0,60.0
10_S03_c010_90.jpg,10,S03,c010,90,577.84595,43.199566,670.1164,81.624556,623.0,62.0
10_S03_c010_91.jpg,10,S03,c010,91,597.762,45.06723,693.2693849999999,85.457344,645.0,65.0
10_S03_c010_92.jpg,10,S03,c010,92,617.1886,46.168957,710.252565,84.69023200000001,663.0,65.0
10_S03_c010_93.jpg,10,S03,c010,93,638.60754,47.07486,731.02697,86.08748700000001,684.0,66.0
10_S03_c010_94.jpg,10,S03,c010,94,658.2943,47.77092,750.30706,86.456375,704.0,67.0
10_S03_c010_95.jpg,10,S03,c010,95,679.30695,47.543755,769.28553,86.956305,724.0,67.0
10_S03_c010_96.jpg,10,S03,c010,96,701.49536,48.082687,789.92383,86.958595,745.0,67.0
10_S03_c010_97.jpg,10,S03,c010,97,719.3695,48.79155,809.53405,87.71924,764.0,68.0
10_S03_c010_98.jpg,10,S03,c010,98,738.8446,49.65302,831.044124,88.491143,784.0,69.0
10_S03_c010_99.jpg,10,S03,c010,99,759.01874,50.966568,851.6362899999999,89.710655,805.0,70.0
10_S03_c010_100.jpg,10,S03,c010,100,779.2981,52.317062,870.52942,89.715149,824.0,71.0
10_S03_c010_101.jpg,10,S03,c010,101,800.27704,52.92657,890.86725,91.124473,845.0,72.0
10_S03_c010_102.jpg,10,S03,c010,102,820.8797,51.888027,916.62933,92.192215,868.0,72.0
10_S03_c010_103.jpg,10,S03,c010,103,827.33356,54.09344,925.03345,94.44027,876.0,74.0
10_S03_c010_104.jpg,10,S03,c010,104,859.65845,56.256298,949.14191,96.912834,904.0,76.0
10_S03_c010_105.jpg,10,S03,c010,105,883.51074,57.13316,974.943174,96.86230499999999,929.0,76.0
10_S03_c010_106.jpg,10,S03,c010,106,901.4524,58.33924,989.811226,98.20311,945.0,78.0
10_S03_c010_107.jpg,10,S03,c010,107,923.1896,59.74083,1012.77621,98.323853,967.0,79.0
10_S03_c010_108.jpg,10,S03,c010,108,941.54565,62.322796,1033.41259,100.490692,987.0,81.0
10_S03_c010_109.jpg,10,S03,c010,109,963.45874,62.979195,1049.66992,99.26836499999999,1006.0,81.0
10_S03_c010_110.jpg,10,S03,c010,110,974.6591,63.14508,1047.9439499999999,99.512504,1011.0,81.0
14_S03_c010_110.jpg,14,S03,c010,110,671.624,41.86672,774.8964000000001,85.28597400000001,723.0,63.0
10_S03_c010_111.jpg,10,S03,c010,111,1003.45557,64.70092,1079.56629,98.91989,1041.0,81.0
14_S03_c010_111.jpg,14,S03,c010,111,652.65283,40.456573,752.080625,84.49649,702.0,62.0
14_S03_c010_112.jpg,14,S03,c010,112,634.26355,38.89439,733.3828100000001,83.31861,683.0,61.0
14_S03_c010_113.jpg,14,S03,c010,113,614.50946,38.21795,713.32239,82.37797,663.0,60.0
14_S03_c010_114.jpg,14,S03,c010,114,593.9287,38.068348,696.9497600000001,82.88208,645.0,60.0
14_S03_c010_115.jpg,14,S03,c010,115,574.30096,36.140232,673.989376,79.469116,624.0,57.0
14_S03_c010_116.jpg,14,S03,c010,116,557.8989,36.343246,657.22019,79.171776,607.0,57.0
14_S03_c010_117.jpg,14,S03,c010,117,541.85144,35.038914,636.4328,78.804436,589.0,56.0
14_S03_c010_118.jpg,14,S03,c010,118,518.7858,33.079,615.33426,77.36479299999999,567.0,55.0
14_S03_c010_119.jpg,14,S03,c010,119,496.2104,32.187077,598.09883,77.243767,547.0,54.0
14_S03_c010_120.jpg,14,S03,c010,120,485.1466,35.07715,582.88677,77.7986,534.0,56.0
14_S03_c010_121.jpg,14,S03,c010,121,489.84576,36.3472,578.34826,77.437326,534.0,56.0
14_S03_c010_122.jpg,14,S03,c010,122,532.87805,40.58088,598.23895,81.077653,565.0,60.0
14_S03_c010_123.jpg,14,S03,c010,123,545.07697,42.68608,613.78058,80.77285699999999,579.0,61.0
14_S03_c010_124.jpg,14,S03,c010,124,556.0431,42.87824,636.66261,83.434106,596.0,63.0
14_S03_c010_125.jpg,14,S03,c010,125,565.0117,45.29002,658.92344,83.51381699999999,611.0,64.0
14_S03_c010_126.jpg,14,S03,c010,126,588.6634,46.88085,681.749765,85.916723,635.0,66.0
14_S03_c010_127.jpg,14,S03,c010,127,610.3897,48.03468,698.8844499999999,86.316384,654.0,67.0
14_S03_c010_128.jpg,14,S03,c010,128,633.9984,48.341866,727.49596,85.930161,680.0,67.0
14_S03_c010_129.jpg,14,S03,c010,129,657.103,49.22242,750.15891,87.56875,703.0,68.0
14_S03_c010_130.jpg,14,S03,c010,130,679.6255,49.899223,771.6717,88.070648,725.0,68.0
14_S03_c010_131.jpg,14,S03,c010,131,704.0327,51.605324,793.87163,88.69429,748.0,70.0
14_S03_c010_132.jpg,14,S03,c010,132,724.10547,51.037582,817.08777,88.781288,770.0,69.0
14_S03_c010_133.jpg,14,S03,c010,133,746.87775,52.233543,839.398075,89.604063,793.0,70.0
14_S03_c010_134.jpg,14,S03,c010,134,768.72705,53.951893,861.07782,91.808593,814.0,72.0
14_S03_c010_135.jpg,14,S03,c010,135,791.3217,56.539684,880.04625,93.069024,835.0,74.0
14_S03_c010_136.jpg,14,S03,c010,136,814.4282,56.99499,906.14567,93.27207,860.0,75.0
14_S03_c010_137.jpg,14,S03,c010,137,834.04205,57.755463,929.28778,95.085023,881.0,76.0
14_S03_c010_138.jpg,14,S03,c010,138,859.33057,59.659103,948.40485,97.825706,903.0,78.0
14_S03_c010_139.jpg,14,S03,c010,139,880.9388,60.46602,978.91774,98.39776,929.0,79.0
14_S03_c010_140.jpg,14,S03,c010,140,902.32697,62.34497,996.7192399999999,100.043838,949.0,81.0
14_S03_c010_141.jpg,14,S03,c010,141,925.97296,63.83559,1014.68872,100.59929600000001,970.0,82.0
14_S03_c010_142.jpg,14,S03,c010,142,944.6836,62.873302,1036.15015,100.500382,990.0,81.0
14_S03_c010_143.jpg,14,S03,c010,143,972.2794,64.27739,1061.73008,101.03164,1017.0,82.0
14_S03_c010_144.jpg,14,S03,c010,144,989.454,65.00277,1076.80593,99.062806,1033.0,82.0
14_S03_c010_145.jpg,14,S03,c010,145,1012.4248,62.110325,1097.8059,99.682015,1055.0,80.0
16_S03_c010_211.jpg,16,S03,c010,211,1097.3246,995.6489,1512.20436,1074.83799,1304.0,1035.0
17_S03_c010_211.jpg,17,S03,c010,211,1010.778,66.55845,1091.7072600000001,100.389344,1051.0,83.0
16_S03_c010_212.jpg,16,S03,c010,212,1084.4934,954.50586,1515.10058,1057.81128,1299.0,1006.0
17_S03_c010_212.jpg,17,S03,c010,212,996.9225,67.33192,1082.60939,100.298007,1039.0,83.0
16_S03_c010_213.jpg,16,S03,c010,213,1106.4062,917.4799,1506.01118,1070.9163600000002,1306.0,994.0
17_S03_c010_213.jpg,17,S03,c010,213,985.79565,64.90808,1058.28613,100.526687,1022.0,82.0
16_S03_c010_214.jpg,16,S03,c010,214,1113.4236,879.41895,1496.2046,1074.86182,1304.0,977.0
17_S03_c010_214.jpg,17,S03,c010,214,973.3997,64.957405,1045.04368,98.894645,1009.0,81.0
16_S03_c010_215.jpg,16,S03,c010,215,1121.5626,843.707,1482.83384,1077.2600400000001,1302.0,960.0
17_S03_c010_215.jpg,17,S03,c010,215,952.9358,63.02174,1025.84571,99.42739,989.0,81.0
16_S03_c010_216.jpg,16,S03,c010,216,1124.865,807.91595,1477.46205,1077.08422,1301.0,942.0
17_S03_c010_216.jpg,17,S03,c010,216,929.2638,62.969597,1012.56751,100.882195,970.0,81.0
16_S03_c010_217.jpg,16,S03,c010,217,1123.7966,782.83673,1475.8764299999998,1059.9731299999999,1299.0,921.0
17_S03_c010_217.jpg,17,S03,c010,217,914.4874,62.679356,1001.36673,99.611481,957.0,81.0
16_S03_c010_218.jpg,16,S03,c010,218,1121.0085,747.80475,1461.5909,1022.7959000000001,1291.0,885.0
17_S03_c010_218.jpg,17,S03,c010,218,899.2544,62.90364,982.903936,98.519706,941.0,80.0
16_S03_c010_219.jpg,16,S03,c010,219,1121.1647,721.77924,1455.8509800000002,988.08332,1288.0,854.0
17_S03_c010_219.jpg,17,S03,c010,219,885.3167,62.38466,971.874744,96.94485,928.0,79.0
